Gender,Interest,Skills,Any_Add_Cert_Courses,Cert_Courses_Desc,Course
Male,Technology,"ML, Python, Critical Thinking, Analytic Thinking, Gathering Informing, Artistic skills, Java, SQL, Programming, People Management, Communication Skills, Negotiation Skills, Work under Pressure, Leadership, Team work, C++, Problem Solving skills, Reading",Yes,Machine learning woth python,BE
Female,Technology,"ML, Python, SQL, Oracle, Tableau",Yes,Data science,B.E 
Female,Sales/Marketing;Design,Gathering Information;Business Knowledge;People management;Communication skills;Leadership;Sales,No,No,B.Tech
Male,"Research, Understand Human Behaviour, Understand Human Body","Artistic skills, Business Knowledge, Communication Skills, Creativity Skills, Interpersonal Skills, Presentation Skills, Writing, Observation Skills, Reading, Subject Knowledge",Yes,Basic psychology course in coursera,B.Sc
Male,Sales/Marketing,Sales,No,No,Poo.sc
Female,"Technology, Trading, Entrepreneurship","Business Knowledge, People Management, Communication Skills, Work under Pressure, Leadership, Editing, Team work, Excel, Presentation Skills, Reading, Designing Skills",No,No i haven't done anything,B.Tech
Female,Technology;Content Writing;Home interior design;Compering,Hardware skills;Programming Language skills;Critical Thinking;Gathering Information;Writing skills;C++;MATLAB;Good communication skills,Yes,Industrial Automation Systems training,B.Tech
Male,Technology,"Java, SQL, Oracle, Programming, Problem Solving skills",No,No,BE
Male,SAFETY,"Business Knowledge, People Management, Work under Pressure, Leadership, Team work, Interpersonal Skills, Wealth Management, Risk Managing",Yes,BUILDING YOUR LEADERSHIP SKILLS,B.Tech
Female,Project Management,Active Listening;Critical Thinking;Artistic/Creative Skills;Business Knowledge;Analytical Skills;People management;Communication skills;Presentation Skills,Yes,Professional scrum master,B.Tech
Male,Technology,Programming Language skills,No,No,MCA
Male,"Take risk for Profits, Teaching, Technology, Entrepreneurship, Understand Human Behaviour","Critical Thinking, Analytic Thinking, Gathering Informing, Business Knowledge, People Management, Negotiation Skills, Work under Pressure, Leadership, Editing, Product Knowledge, Market Study, Team work, Excel, Logical Skills, Interpersonal Skills, Presentation Skills, C++, Problem Solving skills, Observation Skills, Risk Managing, Reading",No,No,B.Sc
Male,"Financial Analysis, Research, Technology, Trading","Active Listening, ML, Python, Analytic Thinking, Gathering Informing, Java, SQL, Programming, People Management, Communication Skills, Work under Pressure, Leadership, Editing, Creativity Skills, Team work, C++, Linux, Reading, Building Rapport, Subject Knowledge",No,No,B.Tech
Male,Technology;Data analytics;Data scientist,Active Listening;Programming Language skills;Critical Thinking;Business Knowledge;Analytical Skills;Communication skills;Leadership;Problem Solving skills;Risk management skills;Writing skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;C++;R;Python;Artificial Intelligence;SQL,Yes,Bsnl,BE
Male,Further Studies,NO,NO,No,B.Tech
Male,"Financial Analysis, News Coverage","Accounting Skills, AI, Business Knowledge, Work under Pressure, Leadership, Team work, Excel, Risk Managing, Reporting",No,No,Chartered Accountancy
Male,Data analytics;Web development;All fields related to Data science.,Programming Language skills;Analytical Skills;Leadership,No,No,M.Tech
Female,Data analytics;Data scientist;Information Technology,Analytical Skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;R;Python;Artificial Intelligence,Yes,Data Science using python & R programming.Artificual Intelligence & Deeplearning,B.Tech
Male,Software Job,NO,No,No,B.Tech
Female,"Teaching, Software and hardware engineering jobs","Python, Writing, Observation Skills, Reading, Subject Knowledge, C language",No,No,B.Tech
Male,Software Job,NO,No,No,B.Tech
Male,Financial Analysis,"Accounting Skills, Excel",Yes,NPTL,B.Com
Male,Software Job,NO,No,No,B.Tech
Male,"Plant Automation,Sales/Marketing",Automation;Electrical Design;variable frequency drives,Yes,"Reverse Direct On Line Sarter;
Electrical Design & Detailed Engineering",B.Tech
Female,Financial Analysis;Research;Teaching;Home interior design,Active Listening;Critical Thinking;Business Knowledge;Analytical Skills;People management;Communication skills;Negotiation skills;Leadership;Risk management skills;Writing skills;HR,No,No,B.Tech
Female,Sales/Marketing,Business Knowledge,Yes,PGDCA,BCA
Male,Sales/Marketing,"Work under Pressure, Leadership, Creativity Skills, Interpersonal Skills, Presentation Skills, Problem Solving skills",No,No,BBA
Male,Technology;Service;Social causes;Industires;Design,Hardware skills;Business Knowledge;Leadership;Product knowledge;Problem Solving skills;Designing skills;Client management,No,No,BE
Male,Technology;Industires;Sports Industry,Active Listening;Hardware skills;Mass Communication;Risk management skills,No,No,B.Tech
Female,Financial Analysis;Research;Sales/Marketing;Trading;Supply Chain Analysis,Accounting Skills;Active Listening;Programming Language skills;Critical Thinking;Gathering Information;Artistic/Creative Skills;Business Knowledge;Analytical Skills;Finance related skills;Communication skills;Negotiation skills;Leadership;Product knowledge;Problem Solving skills;Data Visualization skills( Power Bi/ Tableau );Social Media Marketing;Interpersonal skills;Presentation Skills;R;SQL,Yes,"Digital Marketing,  data analytics",B.Com
Male,"News Coverage, Research, Teaching, Technology, Entrepreneurship, Understand Human Behaviour, Understand Human Body","Accounting Skills, Python, Critical Thinking, Analytic Thinking, Gathering Informing, Business Knowledge, SQL, Programming, Communication Skills, Negotiation Skills, Leadership, News Gathering, Excel, Interpersonal Skills, Presentation Skills, R, Linux, Writing, Tableau, Observation Skills, Reporting, Reading, Designing Skills",Yes,Data science ,B.Com 
Male,News Coverage;Research;Teaching;Technology;Understand human behaviour;Web Designing;Content Writing;Data analytics;Game industry;Web development;Market reserach;Service;Infrastructure,Accounting Skills;Hardware skills;Critical Thinking;Gathering Information;Business Knowledge;Analytical Skills;Communication skills;Product knowledge;Problem Solving skills;Risk management skills;Designing skills;Data Visualization skills( Power Bi/ Tableau );Linux;Python;SQL;Content creation;Cloud Computing;MATLAB;Good communication skills,Yes,Data science,B.Com
Male,Infrastructure,Critical Thinking;Artistic/Creative Skills;Good communication skills,No,No,Diploma
Female,Technology,Active Listening;Programming Language skills;Python;SQL;Java,No,No,B.Tech
Female,News Coverage;Social Justice;Teaching;Technology;Understand human behaviour;Web Designing;Content Writing;Data analytics;Digital marketing;Home interior design;Web development;Social media marketing;Gardening;Service;Social causes;Industires;Design;Navy Defence related,Active Listening;Programming Language skills;Critical Thinking;Artistic/Creative Skills;Business Knowledge;Leadership;Writing skills;Linux;SQL;Java;Client management;Good communication skills,Yes,agile safe,B.Tech
Male,"Research, Technology, Trading","Python, Analytic Thinking, People Management, Leadership, Excel, Logical Skills, Problem Solving skills",Yes,PGDCA,B.Sc
Male,Technology,"Excel, Writing, Reading",Yes,PGDCA,B.Sc
Female,Web development,C++,Yes,Salem Farmers producer company ,MCA
Female,Web Designing,Designing skills;PHP,No,No,BCA
Female,Understand Human Behaviour,"Gathering Informing, Communication Skills, Negotiation Skills, Work under Pressure, Leadership, Team work, Writing, Reading",No,No,B.Sc
Male,Trading,"Business Knowledge, Programming, Communication Skills, Negotiation Skills, Editing, Creativity Skills, Market Study, Logical Skills, Interpersonal Skills, Wealth Management, Problem Solving skills, Mass Communication",Yes,1.Introduction to electronics,B.Tech
Female,Medicine,"Life sciences;
Pharmacovigilance;pharmacology;
GMP;
Pharmaceutics;
Drug Discovery;
Clinical Trials;
Pharmacokinetics;
Clinical Research;
High-Performance Liquid Chromatography (HPLC);
Good Clinical Practice (GCP);
Good Laboratory Practice (GLP);
CRO ManagementCRO Management",Yes,pharmacology,B.Pharm
Female,"Research,Understand human body,BioTechnology","Cancer Research; cancer Biology ;bacterial transformation; molecular cloning; cell culture;
Gel Electrophoresis;
Fluorescence Microscopy;
Polymerase Chain Reaction (PCR);
Real-Time Polymerase Chain Reaction (qPCR)",Yes,"
Genomics and Proteomics;
Tissue Engineering;
Systems Biology;
Structural Biology;
Genomics and Proteomics;
Biochemistry",B.Tech
Female,Business analytics ,"Active Listening, Business Knowledge, Communication Skills, Leadership, Interpersonal Skills, Presentation Skills, Problem Solving skills, Reading, Designing Skills",No,No,B.Tech
Male,Understand human behaviour;Game industry;Blockchain,Business Knowledge;Product knowledge;Problem Solving skills,Yes,Python,B.Tech
Female,Trading;Understand human body;Digital marketing,Critical Thinking;Negotiation skills;Editing,No,No,BA
Male,Technology;Trading;Web Designing;Govt. Job,Problem Solving skills;Java;MATLAB,No,No,B.Tech
Female,Teaching;Govt. Job,Active Listening;Writing skills,No,No,B.Sc
Male,Financial Analysis;Understand human behaviour;Industires;Blockchain,Accounting Skills;Business Knowledge,No,No,BBA
Female,Construction;Construction Manegement,construction management,Yes,AutoCAD Civil 3D,B.Tech
Male,Construction;Construction Manegement,"Proeficiency in Software like STAAD PRO, ETABS",Yes,Project Engineering,B.Tech
Female,Industires,Business Knowledge;Analytical Skills;People management;Product knowledge;Problem Solving skills;Good communication skills,No,No,B.Tech
Male,"Cyber Security,Technology,Data analytics,Machine Learning,Cloud computing","
Splunk;ServiceNow;Cybersecurity;
",Yes,Splunk Administration 6.3;Splunk Certified Power User 6.3;GIAC Certification,B.Tech
Male,Technology;Trading;Game industry;Information Technology,Hardware skills;Programming Language skills;Gathering Information;Product knowledge;SQL;Java;Automation,Yes,ISTQB,BE
Male,"Research, Sales/Marketing, Social Justice, Take risk for Profits, Technology, Trading, Entrepreneurship, Understand Human Behaviour","Active Listening, AI, ML, Python, Critical Thinking, Analytic Thinking, Gathering Informing, Artistic skills, SQL, Negotiation Skills, Work under Pressure, Leadership, News Gathering, Editing, Product Knowledge, Creativity Skills, Team work, Excel, Interpersonal Skills, Presentation Skills, C++, R, Problem Solving skills, Mass Communication, Writing, Tableau, Observation Skills, Risk Managing, Reporting, Reading, Designing Skills, Subject Knowledge",Yes,"Data Science and AI, Catia",B.E 
Male,Research;Social Justice;Technology;Trading;Understand human behaviour;Supply Chain Analysis;Data analytics;Govt. Job;Game industry;Digital marketing;Data scientist;Web development;Market reserach;Social media marketing;Gardening;Service;Social causes,Active Listening;Critical Thinking;Gathering Information;Artistic/Creative Skills;Business Knowledge;Analytical Skills;People management;Civil & Criminal Law;Communication skills;Negotiation skills;Mass Communication;Leadership;Editing;Product knowledge;Problem Solving skills;Risk management skills;Designing skills;Writing skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;Interpersonal skills;Presentation Skills;R;Python;Artificial Intelligence;SQL;Content creation;Good communication skills,Yes,Data Science and AI,BE
Male,News Coverage;Research;Sales/Marketing;Social Justice;Technology;Trading;Understand human behaviour;Understand human body;Supply Chain Analysis;Content Writing;Data analytics;Govt. Job;Game industry;Digital marketing;Data scientist;Web development;Market reserach;Social media marketing;Service;Infrastructure;Social causes;All fields related to Data science.;Industires;Design;SAP Consultant in MM;Information Technology;Product Life cycle Management;Navy Defence related;Sports Industry;Blockchain;Salesforce Admin,Active Listening;Hardware skills;Programming Language skills;Critical Thinking;Gathering Information;Artistic/Creative Skills;Business Knowledge;Analytical Skills;Finance related skills;People management;Communication skills;Negotiation skills;Mass Communication;Leadership;Editing;Product knowledge;Problem Solving skills;Risk management skills;Designing skills;Writing skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;Sales;Social Media Marketing;Interpersonal skills;Wealth Management;Presentation Skills;R;Python;Artificial Intelligence;SQL;Content creation;Medical knowledge;Hospitality;HR;MATLAB;Good communication skills;Teaching;SAP;Us & Canada Recruitment (IT),Yes,Data Science and AI,BE
